Timestamp	Gender	Age	Nationality	Current Country of Residence	Current State of Residence	Highest Level of Education	Is your degree tech related?	Did you go through a bootcamp to learn technical skills?	Job Title	What is your currency code?	What is your current monthly base salary?	Conversion	Monthly Base Salary (MYR)	How many days of annual leave are you entitled to?	What technologies do you use for work on a regular basis?	Company Industry	What is the size of your company?	What is the size of your tech team? 	Satisfaction Level of Current Job	Years of Experience
26/07/2021 20:43:36	Male	24	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Software engineer	MYR	2500		2500	16	Hp prodesk	"Industrials (Manufacturing, Construction, etc.)"	201-1000 employees	2 - 10 people	7	1
27/07/2021 22:31:04	Male	23	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Software Engineer	MYR	4000		4000	14	"C#, SQL Server"	"Industrials (Manufacturing, Construction, etc.)"	">10,000employees"	11 - 50 people	8	1
10/11/2021 21:23:19	Male	23	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Software engineer	MYR	4000		4000	3	"Laptop, wifi"	"Industrials (Manufacturing, Construction, etc.)"	"1,001-10,000 employees"	2 - 10 people	5	1
26/07/2021 22:14:33	Male	23	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	5200		5200	15	"Vue, Javascript"	"Industrials (Manufacturing, Construction, etc.)"	"1,001-10,000 employees"	11 - 50 people	8	1
26/07/2021 20:25:17	Male	22	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Front End Developer 	MYR	3500		3500	14	"Slack, Trello"	IT	11-50 employees	11 - 50 people	10	1
26/07/2021 20:12:01	Male	23	Sri Lankan	Malaysia		Undergraduate Degree	Yes	No	Graduate DevOps Engineer	MYR	5253		5253	14	"Slack, VS Code, Microsoft Azure, PowerShell, Azure DevOps"	IT	201-1000 employees	2 - 10 people	8	1
28/07/2021 01:53:40	Female	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Front-end Developer	MYR	3800		3800	15	Laptops	"Media, Creative Industries"	201-1000 employees	11 - 50 people	7	1
28/07/2021 01:34:41	Female	23	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	3000		3000	14	None	"Media, Creative Industries"	11-50 employees	2 - 10 people	4	1
26/07/2021 21:09:33	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Data Analyst	MYR	3300		3300	17	"Java, SQL, Talend"	"Professional Services (Law, Consulting, etc.)"	11-50 employees	2 - 10 people	5	1
26/07/2021 20:23:14	Male	23	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	No	No	Data Scientist	MYR	3600		3600	15	"Python, Aliyun, Airflow, Superset, Postgres"	"Professional Services (Law, Consulting, etc.)"	11-50 employees	11 - 50 people	8	1
10/09/2021 01:36:22	Male	25	Malaysian	Malaysia	Negeri Sembilan	Undergraduate Degree	Yes	No	Software Engineer	MYR	2650		2650	0	"web frameworks, streaming, distributed platform, search database, scripting languages, IDS, open source automation package"	"Professional Services (Law, Consulting, etc.)"	11-50 employees	11 - 50 people	7	1
01/08/2021 02:05:52	Male	23	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Junior Software Engineer	MYR	4200		4200	14	".NET, .NET Core, C#, MySQL, VueJs, Quasar, Typescript, Git"	"Public Service, Social Service"	201-1000 employees	2 - 10 people	6	1
31/07/2021 18:19:57	Male	23	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	"Software Engineer, Backend"	MYR	5200		5200	18	"Golang, AWS"	"Public Service, Social Service"	"1,001-10,000 employees"	200+ people	8	1
28/07/2021 01:22:27	Female	22	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Backend Engineer	MYR	5200		5200	18	"Golang , AWS, Terraform"	Retail / ecommerce	">10,000employees"	11 - 50 people	10	1
26/07/2021 21:08:19	Male	23	Malaysian	Malaysia	Negeri Sembilan	Undergraduate Degree	Yes	Yes	Data Analytics Associate	MYR	5100		5100	15	SQL & Python	Retail / ecommerce	">10,000employees"	51 - 200 people	8	1
23/10/2021 12:29:43	Male	29	Malaysian	Malaysia	Selangor 	Undergraduate Degree	Yes	No	Front end developer	MYR	5300		5300	14	"Javascript, html, css, react, react native "	Retail / ecommerce	1-10 employees	2 - 10 people	5	1
26/07/2021 21:03:58	Other	21	Malaysian	Malaysia		Undergraduate Degree	Yes	No	Frontend Engineer	MYR	27000		27000	0	Javascript	Retail / ecommerce	11-50 employees	11 - 50 people	8	1
26/07/2021 20:13:55	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Junior Mobile App Developer (flutter/native)	MYR	3200		3200	14	"Flutter , Android Java/kotlin, Swift (ios)"	Retail / ecommerce	11-50 employees	2 - 10 people	6	1
26/07/2021 20:47:57	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Junior Software Developer	MYR	3300		3300	14	"Laravel,Vuejs,TailwindCSS"	Retail / ecommerce	11-50 employees	2 - 10 people	7	1
26/07/2021 22:32:32	Male	23	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	5500		5500	12	"Ruby on Rails, Laravel, Vue.js, MySQL, AWS, Slack"	Retail / ecommerce	51-200 employees	11 - 50 people	9	1
26/07/2021 21:24:28	Male	26	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	Yes	Software Engineer	MYR	3200		3200	15	"Javascript, React, HTML, CSS, GraphQL, MongoDB, Nodejs"	Retail / ecommerce	51-200 employees	2 - 10 people	8	1
04/10/2021 19:34:47	Male	23	Malaysian	Malaysia	Terengganu	Undergraduate Degree	Yes	No	Software Engineer	MYR	5000		5000	15	"Python, Typescript, AWS"	Retail / ecommerce	11-50 employees	2 - 10 people	6	1
03/09/2021 07:22:39	Male	30	Malaysian	Malaysia	Johor	Undergraduate Degree	No	Yes	Software engineer	MYR	3000		3000	8	Cloud	Retail / ecommerce	11-50 employees	11 - 50 people	6	1
26/07/2021 20:35:45	Male	23	Malaysian	Malaysia	Negeri Sembilan 	Undergraduate Degree	Yes	No	Software engineer (remote)	MYR	5250		5250	12	Laptop	Robotic software	11-50 employees	2 - 10 people	8	1
26/07/2021 20:44:18	Male	25	Malaysian	Malaysia		Undergraduate Degree	Yes	Yes	iOS Developer	MYR	4500		4500	14	"Xcode, Swift"	Smart Home and alarms	11-50 employees	2 - 10 people	3	1
13/08/2021 21:49:18	Male	24	Malaysian	Malaysia	Perak	Undergraduate Degree	Yes	No	Data Engineer	MYR	3000		3000	0	AWS	Software	11-50 employees	Team of 1	4	1
26/07/2021 21:53:14	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	3000		3000	14	"Golang, AWS, Mongodb"	Software Development	11-50 employees	2 - 10 people	8	1
26/07/2021 22:40:06	Female	24	Malaysian	Malaysia	Sabah	Undergraduate Degree	No	Yes	Web Developer	MYR	1700		1700	12	Webflow	Software Development	1-10 employees	2 - 10 people	4	1
26/07/2021 23:42:06	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	Yes	Android developer	MYR	3000		3000	12	Kotlin	Software house	11-50 employees	2 - 10 people	3	1
28/07/2021 20:15:08	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	No	Backend Engineer	MYR	6500		6500	18	"Go, gRPC, AWS, MYSQL, Redis"	Superapp	"1,001-10,000 employees"	11 - 50 people	7	1
27/07/2021 12:40:21	Male	22	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software developer	MYR	3500		3500	14	Blockchain	Technology	201-1000 employees	2 - 10 people	9	1
27/07/2021 23:11:21	Male	23	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	jr fullstack developer	MYR	3500		3500	14	"react js, laravel, redux, typescript, nginx, react native, linux hosting"	"Transport, Logistics"	11-50 employees	11 - 50 people	9	1
26/07/2021 20:49:17	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Product Lead	MYR	3700		3700	12	"Nodejs, React, AWS"	"Transport, Logistics"	1-10 employees	2 - 10 people	7	1
03/08/2021 21:15:43	Male	28	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	No	Software Engineer	MYR	4500		4500	14	".Net, Mssql, Jquery"	"Transport, Logistics"	11-50 employees	2 - 10 people	7	1
18/12/2021 22:43:17	Female	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	No	No	Software Engineer	MYR	4200		4200	14	"PHP, JS"	Vendor	11-50 employees	2 - 10 people	5	1
28/07/2021 12:11:16	Male	23	Malaysian	Malaysia	Selangor 	Undergraduate Degree	Yes	No	Software Development Consultants 	MYR	4350		4350	14	"Java, Spring Boot, MongoDB"	"Data Infrastructure, Telecom"	51-200 employees	2 - 10 people	6	1.2
26/07/2021 21:06:57	Male	25	Malaysian	Malaysia	Sabah	Undergraduate Degree	Yes	No	Software engineer	MYR	4100		4100	14	".NET, .NET Core, Redis, Azure DevOps, MSSQL"	Business	201-1000 employees	11 - 50 people	8	1.25
27/07/2021 10:56:01	Male	23	Malaysian	Malaysia	Negeri Sembilan 	Masters Degree	Yes	No	Junior backend software developer 	MYR	3400		3400	20	Java	Financial Services	51-200 employees	11 - 50 people	7	1.5
27/07/2021 22:50:40	Male	33	Malaysian	Malaysia	Selangor	Masters Degree	Yes	No	Senior data analyst	MYR	5000		5000	14	"SQL, python, power bi"	"Professional Services (Law, Consulting, etc.)"	">10,000employees"	2 - 10 people	7	1.5
08/08/2021 13:37:19	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	SPM	N/A	No	Front end developer	MYR	4000		4000	7	JavaScript 	Business	201-1000 employees	2 - 10 people	5	1.5
03/08/2021 00:08:09	Male	28	Malaysian	Malaysia	W.P. Kuala Lumpur 	Undergraduate Degree	No	No	Data scientist 	MYR	4000		4000	20	"Python, SQL, google cloud, git, docker"	"Data Infrastructure, Telecom"	"1,001-10,000 employees"	11 - 50 people	7	1.5
26/07/2021 20:44:03	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	7200		7200	18	"React, Nodejs, Java, Python"	"Data Infrastructure, Telecom"	11-50 employees	2 - 10 people	9	1.5
26/07/2021 22:10:08	Male	23	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Full Stack Developer	MYR	3800		3800	14	"Java, React Native"	Financial Services	51-200 employees	2 - 10 people	5	1.5
27/07/2021 14:17:16	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Engineer L1	MYR	4000		4000	22	"Swift, Objective C, Kotlin, Java"	Financial Services	201-1000 employees	11 - 50 people	7	1.5
26/07/2021 23:50:35	Male	28	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Backend dev	MYR	4300		4300	14	Laravel	Games	1-10 employees	2 - 10 people	8	1.5
27/07/2021 09:00:54	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Mobile App Developer	MYR	3500		3500	16	MacBook	Healthcare	1-10 employees	Team of 1	10	1.5
27/07/2021 23:02:09	Female	24	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	Yes	Product Engineer	MYR	3500		3500	14	"JMP, Python"	"Industrials (Manufacturing, Construction, etc.)"	">10,000employees"	2 - 10 people	6	1.5
08/10/2021 09:02:32	Male	25	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Software Engineer	MYR	4107		4107	12	"ASP.NET CORE, JAVASCRIPT"	"Industrials (Manufacturing, Construction, etc.)"	51-200 employees	2 - 10 people	5	1.5
27/07/2021 16:47:46	Male	28	Malaysian	Malaysia	Johor	Undergraduate Degree	Yes	No	SOFTWARE ENGINEER	MYR	4000		4000	14	"ANGULAR, JAVA"	"Industrials (Manufacturing, Construction, etc.)"	201-1000 employees	2 - 10 people	8	1.5
27/10/2021 20:55:33	Female	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	Yes	Junior Web Developer	MYR	2800		2800	15	"ReactJS, Apollo GraphQL, NextJS"	Influencer Marketing	11-50 employees	2 - 10 people	6	1.5
16/08/2021 00:30:34	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Web Application Developer	MYR	3800		3800	14	"Laravel, Angular "	IT	11-50 employees	2 - 10 people	9	1.5
31/07/2021 15:15:57	Male	22	Egyptian	Malaysia	Johor	Undergraduate Degree	Yes	No	Jr Front-end Developer	MYR	3400		3400	15	"html,css,JS"	Retail / ecommerce	11-50 employees	2 - 10 people	5	1.5
01/08/2021 18:10:08	Male	25	Malaysian	Malaysia	Penang	Undergraduate Degree	No	No	javascript developer	MYR	3500		3500	12	"javascript framework, SasS, loopback4,"	software house for education	1-10 employees	2 - 10 people	9	1.5
28/07/2021 21:31:14	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Full Stack Developer	MYR	4200		4200	14	"Nodejs, VueJs, MongoDB"	"Transport, Logistics"	51-200 employees	51 - 200 people	5	1.5
26/07/2021 23:47:04	Male	24	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Solutions Engineer/Data Analyst	MYR	3640		3640	13	"Javascript, Python, SQL, Machine Learning"	"Industrials (Manufacturing, Construction, etc.)"	201-1000 employees	2 - 10 people	10	1.6
27/07/2021 11:41:09	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	Yes	Mobile Developer	MYR	4000		4000	19	"React, Cordova"	Financial Services	">10,000employees"	51 - 200 people	7	1.8
27/07/2021 17:02:56	Female	23	Malaysian	Malaysia	Selangor	Diploma	Yes	No	Jr dev	MYR	3100		3100	14	"LAMP, AR stuff"	Events	201-1000 employees	2 - 10 people	6	2
19/09/2021 20:28:02	Male	22	Malaysian	Malaysia	Johor	Diploma	Yes	No	"Senior Software Engineer, System Architect"	MYR	5500		5500	14	Golang	Financial Services	11-50 employees	11 - 50 people	7	2
26/07/2021 21:12:03	Male	22	Malaysian	Malaysia	Johor	Diploma 	Yes	No	"Senior Software Engineer, System Architect"	MYR	5500		5500	14	"Kubernetes,Alicloud,MS Team"	Financial Services	11-50 employees	11 - 50 people	7	2
28/07/2021 14:21:27	Male	27	Malaysian	Malaysia		Masters Degree	No	Yes	Software Developer	MYR	6300		6300	12	Javascript	Business	11-50 employees	2 - 10 people	6	2
25/08/2021 15:33:58	Male	24	Malaysian	Malaysia	Selangor	Masters Degree	Yes	No	Software Engineer	MYR	4000		4000	15	".net core, angular, c#"	Business	11-50 employees	11 - 50 people	6	2
26/07/2021 21:53:41	Female	24	Malaysian	Malaysia	Selangor	Masters Degree	Yes	No	R&D Engineer	MYR	3480		3480	18	"Vue.js, Python, multiple GCP services"	"Industrials (Manufacturing, Construction, etc.)"	"1,001-10,000 employees"	2 - 10 people	2	2
23/10/2021 18:08:29	Male	32	Malaysian	Malaysia	W.P. Kuala Lumpur	"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)"	No	Yes	Fullstack Web Developer	MYR	4800		4800	14	"PHP, Wordpress, HTML3, CSS5"	Education	11-50 employees	Team of 1	7	2
26/07/2021 21:04:27	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Developer	MYR	6000		6000	10	"Nestjs,Vuejs,Google Cloud,PostgreSQL"	Agency	51-200 employees	11 - 50 people	7	2
04/12/2021 02:41:17	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software engineer 	MYR	3600		3600	14	"Angular, dotnet core"	Banking solution	51-200 employees	2 - 10 people	5	2
26/07/2021 21:33:29	Male	26	Malaysian	Malaysia	Johor	Undergraduate Degree	No	No	Full Stack Web Developer	MYR	6000		6000	14	"ASP .NET, Vue.js "	Business	11-50 employees	2 - 10 people	6	2
27/07/2021 11:36:52	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Mobile App Developer	MYR	3800		3800	14	"Vscode, MacOS, Xcode, Android Studio"	Business	1-10 employees	2 - 10 people	6	2
27/07/2021 03:41:44	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	software developer	MYR	4300		4300	14	laravel	Business	201-1000 employees	2 - 10 people	7	2
16/08/2021 11:57:11	Male	26	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Web Programmer	MYR	200		200	12	"Laravel, VueJs, Gitlab, Restful Api"	Business	11-50 employees	2 - 10 people	8	2
27/07/2021 08:48:18	Male	30	Malaysian	Malaysia	W.P. Kuala Lumpur 	Undergraduate Degree	Yes	No	Senior Web Developer	MYR	6000		6000	20	"Javascript, Graphql, node.js"	Communication	"1,001-10,000 employees"	51 - 200 people	10	2
20/12/2021 17:01:45	Male	33	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Tech lead	MYR	15000		15000	0	PHP	Communication	1-10 employees	2 - 10 people	7	2
26/10/2021 01:55:52	Male	26	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Developer	MYR	4000		4000	18	Unity3D	Constructions	"1,001-10,000 employees"	2 - 10 people	6	2
27/07/2021 22:41:58	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	Yes	Data Analyst	MYR	6500		6500	15	SQL	"Data Infrastructure, Telecom"	">10,000employees"	11 - 50 people	9	2
26/07/2021 21:05:55	Male	24	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Data Engineer	MYR	4750		4750	12	"PHP, MySQL, PowerBI"	"Data Infrastructure, Telecom"	51-200 employees	2 - 10 people	7	2
13/08/2021 13:51:54	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Mobile Application Developer	MYR	3500		3500	14	"Angular, Ionic, Android, Kotlin"	"Data Infrastructure, Telecom"	51-200 employees	2 - 10 people	6	2
13/08/2021 16:20:32	Male	30	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	No	No	Software Engineer	MYR	8000		8000	16	"flutter, elixir, phoenix, react"	Entertainment	11-50 employees	2 - 10 people	8	2
26/07/2021 21:02:59	Female	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer 	MYR	4437		4437	14	C# 	Entertainment	201-1000 employees	11 - 50 people	7	2
08/09/2021 08:31:46	Male	26	Malaysian	Malaysia	W.P. Kuala Lumpur 	Undergraduate Degree	Yes	No	Software Engineer 	MYR	3716		3716	14	.Net 	Entertainment	201-1000 employees	11 - 50 people	4	2
27/07/2021 21:51:32	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Android Engineer	MYR	5000		5000	12	Android Studio	Financial Services	201-1000 employees	2 - 10 people	8	2
03/08/2021 22:46:50	Male	25	Malaysian	Malaysia	Negeri Sembilan	Undergraduate Degree	No	Yes	Data Analyst	MYR	5000		5000	20	"SQL, Python"	Financial Services	201-1000 employees	2 - 10 people	8	2
28/07/2021 12:25:57	Male	22	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	Yes	Data Analyst	MYR	10000		10000	30	"Python, unix"	Financial Services	11-50 employees	2 - 10 people	10	2
26/07/2021 21:24:00	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Data Scientist 	MYR	5000		5000	14	"Aws, Holistics, Hex"	Financial Services	51-200 employees	51 - 200 people	8	2
26/07/2021 20:16:40	Male	25	Indian	Malaysia	Selangor 	Undergraduate Degree	Yes	No	Devops engineer	MYR	7000		7000	14	"Aws, gcp, metatrader, Linux "	Financial Services	201-1000 employees	11 - 50 people	5	2
27/07/2021 02:14:25	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Full Stack Developer	MYR	6000		6000	21	Laptop	Financial Services	"1,001-10,000 employees"	11 - 50 people	10	2
21/12/2021 21:47:50	Male	24	Malaysian	Malaysia	Selangor 	Undergraduate Degree	Yes	No	iOS engineer	MYR	5100		5100	22	"Swift, Xcode"	Financial Services	201-1000 employees	11 - 50 people	8	2
29/07/2021 01:58:18	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Mobile App Developer	MYR	2900		2900	18	"Flutter, .NET"	Financial Services	1-10 employees	2 - 10 people	6	2
26/07/2021 20:31:41	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Mobile Engineer	MYR	5200		5200	0	React Native	Financial Services	201-1000 employees	2 - 10 people	9	2
27/07/2021 10:00:07	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Site Reliability Engineer	MYR	7200		7200	12	"Kubernetes, AWS"	Financial Services	201-1000 employees	51 - 200 people	7	2
27/11/2021 10:20:49	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Developer	MYR	4500		4500	14	.Net	Financial Services	"1,001-10,000 employees"	11 - 50 people	8	2
26/07/2021 20:31:18	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software engineer	MYR	4800		4800	15	Java	Financial Services	51-200 employees	11 - 50 people	6	2
28/10/2021 19:58:35	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	5800		5800	15	Java	Financial Services	51-200 employees	2 - 10 people	6	2
26/07/2021 23:01:16	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	2800		2800	14	PHP	Financial Services	51-200 employees	51 - 200 people	4	2
05/08/2021 15:16:57	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	No	Software Engineer (Mobile)	MYR	4300		4300	15	"Objc, Swift, Java, Kotlin"	Financial Services	51-200 employees	11 - 50 people	6	2
12/11/2021 09:13:17	Male	28	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	System Developer	MYR	2900		2900	25	"Laravel, Javascript"	Financial Services	"1,001-10,000 employees"	51 - 200 people	7	2
10/10/2021 23:15:57	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Engineer	MYR	5800		5800	14	"Java, Vue.js"	Fintech	51-200 employees	2 - 10 people	5	2
20/11/2021 18:57:09	Male	24	Malaysian	Malaysia		Undergraduate Degree	Yes	No	.NET developer	MYR	3800		3800	10	.NET	Games	51-200 employees	11 - 50 people	8	2
07/09/2021 19:03:06	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Senior Software Engineer	MYR	5500		5500	14	.NET	Games	201-1000 employees	11 - 50 people	5	2
23/11/2021 13:47:44	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	3000		3000	16	"Python, React, JavaScript, HTML, CSS, Bash, Git, Linux, PostgreSQL, Nginx"	Government and Government Linked Companies (GLC)	201-1000 employees	2 - 10 people	8	2
31/07/2021 11:47:50	Male	30	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	No	No	Application Developer	MYR	5200		5200	14	"React Native, Node JS"	Healthcare	51-200 employees	2 - 10 people	7	2
26/07/2021 20:08:28	Male	27	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Data Scientist	MYR	5100		5100	14	"Python, Google Cloud platform"	"Industrials (Manufacturing, Construction, etc.)"	">10,000employees"	2 - 10 people	8	2
26/07/2021 20:41:23	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Data Scientist	MYR	4000		4000	16	"Python, Django, Flask, Vue, Quasar, AWS"	"Industrials (Manufacturing, Construction, etc.)"	"1,001-10,000 employees"	11 - 50 people	3	2
27/07/2021 16:36:09	Female	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	IT Developer 	MYR	4800		4800	20	"Macbook Pro 16"", iPhone 11"	"Industrials (Manufacturing, Construction, etc.)"	201-1000 employees	11 - 50 people	7	2
13/08/2021 19:41:17	Male	26	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	R&D Engineer	MYR	4200		4200	16	"Java, C++"	"Industrials (Manufacturing, Construction, etc.)"	201-1000 employees	2 - 10 people	7	2
26/07/2021 22:12:16	Male	29	Malaysian	Malaysia	Penang	Undergraduate Degree	No	No	Software Engineer	MYR	6700		6700	14	"Js, python"	"Industrials (Manufacturing, Construction, etc.)"	11-50 employees	2 - 10 people	9	2
28/07/2021 10:10:16	Male	26	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Software Engineer	MYR	3700		3700	15	"Python, AWS"	"Industrials (Manufacturing, Construction, etc.)"	">10,000employees"	2 - 10 people	8	2
26/07/2021 21:19:11	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer 	MYR	4500		4500	12	"Laravel, Ionic"	"Industrials (Manufacturing, Construction, etc.)"	1-10 employees	2 - 10 people	6	2
27/07/2021 16:48:31	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer(R&D)	MYR	3380		3380	16	GCP Fast API Vuejs (Nuxt) Express	"Industrials (Manufacturing, Construction, etc.)"	201-1000 employees	2 - 10 people	8	2
26/07/2021 20:36:01	Male	26	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Developer	MYR	3000		3000	18	"Vue.Js, Node.Js, Feathers.js, Flutter, Mongo DB"	Internet Technology	1-10 employees	2 - 10 people	5	2
27/07/2021 20:00:41	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software developer	MYR	5200		5200	12	Flutter	"Media, Creative Industries"	11-50 employees	2 - 10 people	8	2
30/07/2021 19:21:04	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Web Developer	MYR	3030		3030	16	"Web Technologies (Laravel, Node.js)"	"Media, Creative Industries"	51-200 employees	2 - 10 people	3	2
27/07/2021 00:19:22	Male	27	Malaysian	Malaysia	Selangor 	Undergraduate Degree	No	No	Full stack developer	MYR	4000		4000	14	"Laptop, Mobile phone "	"Professional Services (Law, Consulting, etc.)"	11-50 employees	2 - 10 people	7	2
31/07/2021 18:21:57	Male	23	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Developer	MYR	5100		5100	14	"PHP, Python"	"Professional Services (Law, Consulting, etc.)"	"1,001-10,000 employees"	2 - 10 people	8	2
31/10/2021 21:09:56	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Associates Software Engineer (Quality Assurance)	MYR	3200		3200	18	"FE (Mobile) : java, swift BE : ruby, postgresql, FE(web): React, elixir. DEVOPS: aws, kubernates. DS: PYTHON. AUTOMATION TEST : groovy (Katalon)"	Retail / ecommerce	51-200 employees	11 - 50 people	7	2
27/07/2021 00:49:52	Male	31	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	Yes	Front end web developer 	MYR	3800		3800	14	VueJS	Retail / ecommerce	11-50 employees	2 - 10 people	7	2
26/07/2021 20:43:53	Female	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Java Developer	MYR	3000		3000	20	Computer	Retail / ecommerce	201-1000 employees	11 - 50 people	4	2
27/07/2021 16:48:14	Male	25	Malaysian	Malaysia		Undergraduate Degree	Yes	Yes	PHP Developer	MYR	3000		3000	14	"Jira, Slack, Bitbucket, VSCode"	Retail / ecommerce	51-200 employees	2 - 10 people	6	2
